HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.claimHeadline1,Input.articleHeadline1,Input.articleCount1,Input.articleHeadlineStance1,Input.claimHeadline2,Input.articleHeadline2,Input.articleCount2,Input.articleHeadlineStance2,Input.claimHeadline3,Input.articleHeadline3,Input.articleCount3,Input.articleHeadlineStance3,Input.claimHeadline4,Input.articleHeadline4,Input.articleCount4,Input.articleHeadlineStance4,Input.claimHeadline5,Input.articleHeadline5,Input.articleCount5,Input.articleHeadlineStance5,Answer.explain1,Answer.explain2,Answer.explain3,Answer.explain4,Answer.explain5,Answer.stance1,Answer.stance2,Answer.stance3,Answer.stance4,Answer.stance5,Answer.user_feedback,Approve,Reject
31MCUE39BKURDGWSF38T0FJI5BB3GF,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,34BBWHLWHBJ5NP255DO0E82I3ZOWIZ,A16,Submitted,Sat May 06 18:31:41 PDT 2017,Sat May 06 18:40:32 PDT 2017,Sun May 07 18:40:32 PDT 2017,,,,531,98% (586/599),98% (586/599),0% (0/0),"IBM will cut more than 110,000 jobs this week","IBM to cut more than 111,000 jobs in largest corporate lay-off ever",2311.0,for,"IBM will cut more than 110,000 jobs this week",IBM is about to get hit with a massive reorg and layoffs,2312.0,for,"IBM will cut more than 110,000 jobs this week",IBM denies plans to cut 26 of workforce,2313.0,against,"IBM will cut more than 110,000 jobs this week",IBM denies layoff rumors,2314.0,against,Photos comparing school lunches from around the world include a meagre offering from the U.S.,Stop Sharing Those Photos of Fancy International School Lunches,2315.0,against,to cut,reorg and layoffs,denies,denies layoff rumors,Sharing Those Photos,For,For,Against,Against,Observing,{},,
31MCUE39BKURDGWSF38T0FJI5BB3GF,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3AQF3RZ559QNJJL9DN5BDHQDZ52F6P,A60,Submitted,Sat May 06 16:40:38 PDT 2017,Sat May 06 16:41:22 PDT 2017,Sun May 07 16:41:22 PDT 2017,,,,44,100% (29/29),100% (29/29),100% (28/28),"IBM will cut more than 110,000 jobs this week","IBM to cut more than 111,000 jobs in largest corporate lay-off ever",2311.0,for,"IBM will cut more than 110,000 jobs this week",IBM is about to get hit with a massive reorg and layoffs,2312.0,for,"IBM will cut more than 110,000 jobs this week",IBM denies plans to cut 26 of workforce,2313.0,against,"IBM will cut more than 110,000 jobs this week",IBM denies layoff rumors,2314.0,against,Photos comparing school lunches from around the world include a meagre offering from the U.S.,Stop Sharing Those Photos of Fancy International School Lunches,2315.0,against,supportive,supportive,denies,denies,supportive,For,For,Against,Against,For,{},,
31MCUE39BKURDGWSF38T0FJI5BB3GF,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3D4CH1LGEB1GF2J2MEE5FCHRQLCG92,A148,Submitted,Sat May 06 18:48:06 PDT 2017,Sat May 06 18:50:52 PDT 2017,Sun May 07 18:50:52 PDT 2017,,,,166,100% (264/264),0% (0/0),0% (0/0),"IBM will cut more than 110,000 jobs this week","IBM to cut more than 111,000 jobs in largest corporate lay-off ever",2311.0,for,"IBM will cut more than 110,000 jobs this week",IBM is about to get hit with a massive reorg and layoffs,2312.0,for,"IBM will cut more than 110,000 jobs this week",IBM denies plans to cut 26 of workforce,2313.0,against,"IBM will cut more than 110,000 jobs this week",IBM denies layoff rumors,2314.0,against,Photos comparing school lunches from around the world include a meagre offering from the U.S.,Stop Sharing Those Photos of Fancy International School Lunches,2315.0,against,to cut,layoffs,denies,denies,unrelated,For,For,Against,Against,Observing,{},,
31MCUE39BKURDGWSF38T0FJI5BB3GF,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3DYGAII7PMGSKETN6ZFEVGL81C2PQ0,A123,Submitted,Sat May 06 17:46:39 PDT 2017,Sat May 06 17:49:09 PDT 2017,Sun May 07 17:49:09 PDT 2017,,,,150,100% (707/707),100% (707/707),0% (0/0),"IBM will cut more than 110,000 jobs this week","IBM to cut more than 111,000 jobs in largest corporate lay-off ever",2311.0,for,"IBM will cut more than 110,000 jobs this week",IBM is about to get hit with a massive reorg and layoffs,2312.0,for,"IBM will cut more than 110,000 jobs this week",IBM denies plans to cut 26 of workforce,2313.0,against,"IBM will cut more than 110,000 jobs this week",IBM denies layoff rumors,2314.0,against,Photos comparing school lunches from around the world include a meagre offering from the U.S.,Stop Sharing Those Photos of Fancy International School Lunches,2315.0,against,to cut,reorg and layoffs,denies,denies,Stop Sharing,For,For,Against,Against,Observing,{},,
31MCUE39BKURDGWSF38T0FJI5BB3GF,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3NAPMVF0ZXNMMPN282VWZCWKLCJ72Y,A7,Submitted,Sat May 06 18:42:57 PDT 2017,Sat May 06 18:44:35 PDT 2017,Sun May 07 18:44:35 PDT 2017,,,,98,100% (10/10),100% (10/10),100% (9/9),"IBM will cut more than 110,000 jobs this week","IBM to cut more than 111,000 jobs in largest corporate lay-off ever",2311.0,for,"IBM will cut more than 110,000 jobs this week",IBM is about to get hit with a massive reorg and layoffs,2312.0,for,"IBM will cut more than 110,000 jobs this week",IBM denies plans to cut 26 of workforce,2313.0,against,"IBM will cut more than 110,000 jobs this week",IBM denies layoff rumors,2314.0,against,Photos comparing school lunches from around the world include a meagre offering from the U.S.,Stop Sharing Those Photos of Fancy International School Lunches,2315.0,against,to cut more,will cut,denies,denies,Stop Sharing,For,For,Against,Against,Against,{},,
38DCH97KHHATBJSVLK5SA0497V5JQ1,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3BF51CHDTWICJ4Q06ODU71SZ2HVH0Q,A7,Submitted,Sat May 06 18:37:25 PDT 2017,Sat May 06 18:40:44 PDT 2017,Sun May 07 18:40:44 PDT 2017,,,,199,100% (10/10),100% (10/10),100% (9/9),Photos comparing school lunches from around the world include a meagre offering from the U.S.,PICTURES: Shocking Pictures Comparing US School Lunches to Other Countries Goes Viral,2316.0,for,Photos comparing school lunches from around the world include a meagre offering from the U.S.,The school lunches that shame America: Photos reveal just how meager US students meals are compared to even the most cash-strapped of nations,2317.0,for,ISIS executed two of its own fighters in Al-Bukamal,IS Beheads Its Own Fighters in Accordance With Their Interpretation of Sharia Law,2318.0,for,ISIS executed two of its own fighters in Al-Bukamal,Islamic State executed two of its militants in the city of al- Bokamal.,2319.0,for,ISIS executed two of its own fighters in Al-Bukamal,"ISIS Executes Own Fighters for Spying, Embezzlement",2320.0,for,Comparing,The school lunches that shame America,Beheads,executed,ISIS Executes,Observing,Observing,Observing,Observing,Observing,{},,
38DCH97KHHATBJSVLK5SA0497V5JQ1,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3OF2M9AATHW0NFXYG3TJQSBDC5GZK2,A123,Submitted,Sat May 06 17:22:28 PDT 2017,Sat May 06 17:24:58 PDT 2017,Sun May 07 17:24:58 PDT 2017,,,,150,100% (707/707),100% (707/707),0% (0/0),Photos comparing school lunches from around the world include a meagre offering from the U.S.,PICTURES: Shocking Pictures Comparing US School Lunches to Other Countries Goes Viral,2316.0,for,Photos comparing school lunches from around the world include a meagre offering from the U.S.,The school lunches that shame America: Photos reveal just how meager US students meals are compared to even the most cash-strapped of nations,2317.0,for,ISIS executed two of its own fighters in Al-Bukamal,IS Beheads Its Own Fighters in Accordance With Their Interpretation of Sharia Law,2318.0,for,ISIS executed two of its own fighters in Al-Bukamal,Islamic State executed two of its militants in the city of al- Bokamal.,2319.0,for,ISIS executed two of its own fighters in Al-Bukamal,"ISIS Executes Own Fighters for Spying, Embezzlement",2320.0,for,Comparing   Lunches,compared   meals,Beheads Its Own Fighters,executed,Executes,For,For,For,For,For,{},,
38DCH97KHHATBJSVLK5SA0497V5JQ1,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3OUYGIZWR864WLOOP1LZGAUQO860PF,A30,Submitted,Sat May 06 19:06:46 PDT 2017,Sat May 06 19:16:36 PDT 2017,Sun May 07 19:16:36 PDT 2017,,,,590,0% (0/0),0% (0/0),0% (0/0),Photos comparing school lunches from around the world include a meagre offering from the U.S.,PICTURES: Shocking Pictures Comparing US School Lunches to Other Countries Goes Viral,2316.0,for,Photos comparing school lunches from around the world include a meagre offering from the U.S.,The school lunches that shame America: Photos reveal just how meager US students meals are compared to even the most cash-strapped of nations,2317.0,for,ISIS executed two of its own fighters in Al-Bukamal,IS Beheads Its Own Fighters in Accordance With Their Interpretation of Sharia Law,2318.0,for,ISIS executed two of its own fighters in Al-Bukamal,Islamic State executed two of its militants in the city of al- Bokamal.,2319.0,for,ISIS executed two of its own fighters in Al-Bukamal,"ISIS Executes Own Fighters for Spying, Embezzlement",2320.0,for,"Photos comparing school lunches from around the world include a meagre offering from the U.S.

Photos comparing school lunches from around the world include a meagre offering from the U.S.
The claim clearly supports the photos.",The claim supports the headline because it sites the photos used for comparison.,The headline does not say where the fighters were beheaded,headline does not mention ISIS,The headline does not mention the city and the claim does not mention why they were executed,For,For,Against,Against,Against,"I think the task is excellent. You can't just speed through it, you have to think which is good.",,
38DCH97KHHATBJSVLK5SA0497V5JQ1,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3TXWC2NHN0YJ57STHE8M4Q0UEW4S9W,A60,Submitted,Sat May 06 16:58:15 PDT 2017,Sat May 06 16:58:51 PDT 2017,Sun May 07 16:58:51 PDT 2017,,,,36,100% (29/29),100% (29/29),100% (28/28),Photos comparing school lunches from around the world include a meagre offering from the U.S.,PICTURES: Shocking Pictures Comparing US School Lunches to Other Countries Goes Viral,2316.0,for,Photos comparing school lunches from around the world include a meagre offering from the U.S.,The school lunches that shame America: Photos reveal just how meager US students meals are compared to even the most cash-strapped of nations,2317.0,for,ISIS executed two of its own fighters in Al-Bukamal,IS Beheads Its Own Fighters in Accordance With Their Interpretation of Sharia Law,2318.0,for,ISIS executed two of its own fighters in Al-Bukamal,Islamic State executed two of its militants in the city of al- Bokamal.,2319.0,for,ISIS executed two of its own fighters in Al-Bukamal,"ISIS Executes Own Fighters for Spying, Embezzlement",2320.0,for,supportive,supportive,supportive,supportive,supportive,For,For,For,For,For,{},,
38DCH97KHHATBJSVLK5SA0497V5JQ1,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3VFJCI1K407MJ2FOGVER6XHLW7HRGZ,A16,Submitted,Sat May 06 18:24:05 PDT 2017,Sat May 06 18:25:34 PDT 2017,Sun May 07 18:25:34 PDT 2017,,,,89,98% (586/599),98% (586/599),0% (0/0),Photos comparing school lunches from around the world include a meagre offering from the U.S.,PICTURES: Shocking Pictures Comparing US School Lunches to Other Countries Goes Viral,2316.0,for,Photos comparing school lunches from around the world include a meagre offering from the U.S.,The school lunches that shame America: Photos reveal just how meager US students meals are compared to even the most cash-strapped of nations,2317.0,for,ISIS executed two of its own fighters in Al-Bukamal,IS Beheads Its Own Fighters in Accordance With Their Interpretation of Sharia Law,2318.0,for,ISIS executed two of its own fighters in Al-Bukamal,Islamic State executed two of its militants in the city of al- Bokamal.,2319.0,for,ISIS executed two of its own fighters in Al-Bukamal,"ISIS Executes Own Fighters for Spying, Embezzlement",2320.0,for,Comparing,compared to,Beheads,executed,Executes,For,For,For,For,For,{},,
3JYPJ2TAYIGS655K2HZIVXM79S2PFD,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:37 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:37 PDT 2017,,,31Z0PCVWULNG6OHFRHFS0Z5ALPWT7C,A148,Submitted,Sat May 06 19:11:15 PDT 2017,Sat May 06 19:12:36 PDT 2017,Sun May 07 19:12:36 PDT 2017,,,,81,100% (264/264),0% (0/0),0% (0/0),ISIS executed two of its own fighters in Al-Bukamal,Isis behead their own fighters for spying and embezzlement in Syria,2321.0,observing,Some ISIS fighters have contracted Ebola,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2322.0,observing,Some ISIS fighters have contracted Ebola,Does ISIS Have Ebola? Probably Not Media Reports It Anyway,2323.0,against,Some ISIS fighters have contracted Ebola,Iraqi media says ISIS militants have contracted Ebola,2324.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2325.0,against,behead,Have,Not,have,untrue,For,For,Against,For,Against,{},,
3JYPJ2TAYIGS655K2HZIVXM79S2PFD,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:37 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:37 PDT 2017,,,34HJIJKLP64Y0T3LUEH0Y59LR8N4VK,A112,Submitted,Sat May 06 19:33:23 PDT 2017,Sat May 06 19:37:41 PDT 2017,Sun May 07 19:37:41 PDT 2017,,,,258,0% (0/0),0% (0/0),0% (0/0),ISIS executed two of its own fighters in Al-Bukamal,Isis behead their own fighters for spying and embezzlement in Syria,2321.0,observing,Some ISIS fighters have contracted Ebola,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2322.0,observing,Some ISIS fighters have contracted Ebola,Does ISIS Have Ebola? Probably Not Media Reports It Anyway,2323.0,against,Some ISIS fighters have contracted Ebola,Iraqi media says ISIS militants have contracted Ebola,2324.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2325.0,against,if they do that im for it,hope isis did contract it kill em off,hope they have it,they deserve it,i hope they are true,Against,For,For,For,Against,"its totally awsome, its fine the way it is",,
3JYPJ2TAYIGS655K2HZIVXM79S2PFD,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:37 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:37 PDT 2017,,,38F5OAUN5OKQ1FQKRNY3MG2MAV0H7P,A123,Submitted,Sat May 06 17:37:39 PDT 2017,Sat May 06 17:39:26 PDT 2017,Sun May 07 17:39:26 PDT 2017,,,,107,100% (707/707),100% (707/707),0% (0/0),ISIS executed two of its own fighters in Al-Bukamal,Isis behead their own fighters for spying and embezzlement in Syria,2321.0,observing,Some ISIS fighters have contracted Ebola,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2322.0,observing,Some ISIS fighters have contracted Ebola,Does ISIS Have Ebola? Probably Not Media Reports It Anyway,2323.0,against,Some ISIS fighters have contracted Ebola,Iraqi media says ISIS militants have contracted Ebola,2324.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2325.0,against,behead,Reportedly,Probably Not,contracted Ebola,reports of suspected,For,Observing,Against,For,Against,{},,
3JYPJ2TAYIGS655K2HZIVXM79S2PFD,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:37 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:37 PDT 2017,,,3NOKK93PR2GZQKESOU437NXQ42DEET,A16,Submitted,Sat May 06 18:31:41 PDT 2017,Sat May 06 18:43:50 PDT 2017,Sun May 07 18:43:50 PDT 2017,,,,729,98% (586/599),98% (586/599),0% (0/0),ISIS executed two of its own fighters in Al-Bukamal,Isis behead their own fighters for spying and embezzlement in Syria,2321.0,observing,Some ISIS fighters have contracted Ebola,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2322.0,observing,Some ISIS fighters have contracted Ebola,Does ISIS Have Ebola? Probably Not Media Reports It Anyway,2323.0,against,Some ISIS fighters have contracted Ebola,Iraqi media says ISIS militants have contracted Ebola,2324.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2325.0,against,behead,Reportedly Contracted Ebola,Probably Not,contracted Ebola,suspected Ebola cases,For,Observing,Against,For,Observing,{},,
3JYPJ2TAYIGS655K2HZIVXM79S2PFD,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:37 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:37 PDT 2017,,,3OHYZ19UGDDICYA5235DGG1DNPJAOW,A60,Submitted,Sat May 06 16:46:18 PDT 2017,Sat May 06 16:46:58 PDT 2017,Sun May 07 16:46:58 PDT 2017,,,,40,100% (29/29),100% (29/29),100% (28/28),ISIS executed two of its own fighters in Al-Bukamal,Isis behead their own fighters for spying and embezzlement in Syria,2321.0,observing,Some ISIS fighters have contracted Ebola,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2322.0,observing,Some ISIS fighters have contracted Ebola,Does ISIS Have Ebola? Probably Not Media Reports It Anyway,2323.0,against,Some ISIS fighters have contracted Ebola,Iraqi media says ISIS militants have contracted Ebola,2324.0,observing,Some ISIS fighters have contracted Ebola,WHO says reports of suspected Ebola cases in Iraq are untrue,2325.0,against,supportive,supportive,says probably not,supportive,untrue,For,For,Against,For,Against,{},,
39HYCOOPKOTPNIUBJVC0QTPRSABMD3,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3DZQRBDBSMNXQ53D057CDDX8E4X3ST,A64,Submitted,Sat May 06 19:15:30 PDT 2017,Sat May 06 19:23:42 PDT 2017,Sun May 07 19:23:42 PDT 2017,,,,492,0% (0/0),0% (0/0),0% (0/0),Some ISIS fighters have contracted Ebola,WHO probing whether ISIS fighters got Ebola,2326.0,observing,Some ISIS fighters have contracted Ebola,ISIS cracks down on five confirmed Ebola cases among fighters: official,2327.0,observing,Some ISIS fighters have contracted Ebola,Daash Ebola transferred to Mosul Google Translate,2328.0,for,Some ISIS fighters have contracted Ebola,IRAQI AND KURDISH MEDIA ISIS FIGHTERS HAVE CONTRACTED EBOLA,2329.0,observing,Some ISIS fighters have contracted Ebola,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2330.0,observing,WHO probing whether ISIS fighters got Ebola confirms,ISIS cracks down on five confirmed Ebola cases among fighters: official rumored.,Daash Ebola DIDN'T transferred to Mosul Google Translate,IRAQI AND KURDISH MEDIA WAS CONFIRMS  ISIS FIGHTERS HAVE CONTRACTED EBOLA,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS RUMORED.,For,Observing,Against,For,Against,{},,
39HYCOOPKOTPNIUBJVC0QTPRSABMD3,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3HMVI3QICK0YCO17C7LI766CX5E1YC,A16,Submitted,Sat May 06 18:31:46 PDT 2017,Sat May 06 18:41:32 PDT 2017,Sun May 07 18:41:32 PDT 2017,,,,586,98% (586/599),98% (586/599),0% (0/0),Some ISIS fighters have contracted Ebola,WHO probing whether ISIS fighters got Ebola,2326.0,observing,Some ISIS fighters have contracted Ebola,ISIS cracks down on five confirmed Ebola cases among fighters: official,2327.0,observing,Some ISIS fighters have contracted Ebola,Daash Ebola transferred to Mosul Google Translate,2328.0,for,Some ISIS fighters have contracted Ebola,IRAQI AND KURDISH MEDIA ISIS FIGHTERS HAVE CONTRACTED EBOLA,2329.0,observing,Some ISIS fighters have contracted Ebola,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2330.0,observing,got Ebola,confirmed Ebola,Ebola transferred,CONTRACTED EBOLA,EBOLA HAS KILLED,For,For,For,For,For,{},,
39HYCOOPKOTPNIUBJVC0QTPRSABMD3,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3R2UR8A0IBOU8BIYDDXR0OCBOASXON,A60,Submitted,Sat May 06 16:56:54 PDT 2017,Sat May 06 16:57:29 PDT 2017,Sun May 07 16:57:29 PDT 2017,,,,35,100% (29/29),100% (29/29),100% (28/28),Some ISIS fighters have contracted Ebola,WHO probing whether ISIS fighters got Ebola,2326.0,observing,Some ISIS fighters have contracted Ebola,ISIS cracks down on five confirmed Ebola cases among fighters: official,2327.0,observing,Some ISIS fighters have contracted Ebola,Daash Ebola transferred to Mosul Google Translate,2328.0,for,Some ISIS fighters have contracted Ebola,IRAQI AND KURDISH MEDIA ISIS FIGHTERS HAVE CONTRACTED EBOLA,2329.0,observing,Some ISIS fighters have contracted Ebola,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2330.0,observing,still probing,supportive,wrong headline,supportive,supportive,Observing,For,Against,For,For,{},,
39HYCOOPKOTPNIUBJVC0QTPRSABMD3,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3SNVL38CI50NFMMOOP9BFUAS3NWCKI,A148,Submitted,Sat May 06 18:44:13 PDT 2017,Sat May 06 18:46:04 PDT 2017,Sun May 07 18:46:04 PDT 2017,,,,111,100% (264/264),0% (0/0),0% (0/0),Some ISIS fighters have contracted Ebola,WHO probing whether ISIS fighters got Ebola,2326.0,observing,Some ISIS fighters have contracted Ebola,ISIS cracks down on five confirmed Ebola cases among fighters: official,2327.0,observing,Some ISIS fighters have contracted Ebola,Daash Ebola transferred to Mosul Google Translate,2328.0,for,Some ISIS fighters have contracted Ebola,IRAQI AND KURDISH MEDIA ISIS FIGHTERS HAVE CONTRACTED EBOLA,2329.0,observing,Some ISIS fighters have contracted Ebola,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2330.0,observing,probing,confirmed,unrelated,CONTRACTED,KILLED,Observing,For,Observing,For,For,{},,
39HYCOOPKOTPNIUBJVC0QTPRSABMD3,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 16:39:36 PDT 2017,5,BatchId:2793845;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 16:39:36 PDT 2017,,,3X73LLYYQ2MF40I77UFSIDOCAA5NH6,A123,Submitted,Sat May 06 17:56:38 PDT 2017,Sat May 06 17:59:08 PDT 2017,Sun May 07 17:59:08 PDT 2017,,,,150,100% (707/707),100% (707/707),0% (0/0),Some ISIS fighters have contracted Ebola,WHO probing whether ISIS fighters got Ebola,2326.0,observing,Some ISIS fighters have contracted Ebola,ISIS cracks down on five confirmed Ebola cases among fighters: official,2327.0,observing,Some ISIS fighters have contracted Ebola,Daash Ebola transferred to Mosul Google Translate,2328.0,for,Some ISIS fighters have contracted Ebola,IRAQI AND KURDISH MEDIA ISIS FIGHTERS HAVE CONTRACTED EBOLA,2329.0,observing,Some ISIS fighters have contracted Ebola,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2330.0,observing,got Ebola,confirmed Ebola,Google Translate,CONTRACTED EBOLA,EBOLA HAS KILLED,For,For,Observing,For,For,{},,
